Inp_1,Inp_2,Inp_3,Inp_4,Inp_5,Inp_6,Inp_7,Inp_8,Leb
1.125037356,10.58202739,0.072441868,1.842162174,0.054606293,-5.069932156,49.61511943,-3.60769847,12.40787366
1.31054255,10.57541234,0.071710127,1.873538759,0.05281054,-5.032190278,49.09128085,-3.5387,12.39414054
1.467797896,10.56879777,0.070724462,1.904510267,0.05089899,-4.995480314,48.56801977,-3.465328889,11.81734951
1.578908759,10.56218272,0.069508154,1.935168304,0.04912119,-4.96220228,48.04516618,-3.389970397,10.3479057
1.639217195,10.55556692,0.068096001,1.965587191,0.047124582,-4.927602867,47.52254077,-3.315279782,8.603799496
1.640922396,10.54894956,0.066686973,1.993839236,0.045176382,-4.89421237,46.99994556,-3.244362993,7.203021286
1.571880561,10.54233072,0.06509617,2.023950259,0.043345629,-4.86199487,46.47721001,-3.180056407,6.282902266
1.435980628,10.53571238,0.063480329,2.054144888,0.041696566,-4.830886428,45.95424854,-3.12395171,4.882124056
1.259914709,10.52909685,0.061882467,2.084489493,0.040268592,-4.80082729,45.43106209,-3.076277728,2.574959945
1.07442906,10.5224845,0.06032042,2.115013866,0.039072818,-4.771761925,44.90765927,-3.037108687,-0.377660792
0.88311536,10.51587436,0.05881017,2.145770259,0.038116176,-4.743596682,44.38398876,-3.007430914,-3.000686656
0.664112025,10.50926632,0.057387655,2.176867089,0.037424001,-4.716179936,43.85994553,-2.989008867,-5.15678645
0.397556742,10.50266212,0.056106504,2.208448481,0.037038352,-4.689324015,43.3354398,-2.98321713,-7.065690089
0.091091776,10.49606344,0.054636211,2.242084756,0.036224103,-4.656604032,42.81043861,-2.990346354,-8.713664454
-0.230028672,10.48947038,0.055232531,2.268956727,0.036049255,-4.62648584,42.28496277,-3.009683775,-10.36163882
-0.541131184,10.48288206,0.05619726,2.295925288,0.036121853,-4.595704289,41.75906708,-3.039894081,-11.35042344
-0.825857837,10.47629768,0.057454783,2.323306873,0.036429234,-4.564262247,41.23281896,-3.079421402,-11.68001831
-1.077395731,10.46971631,0.058924754,2.351402145,0.036953447,-4.532175436,40.70631712,-3.126282324,-11.68001831
-1.283354729,10.46313638,0.060521493,2.380448225,0.037666072,-4.499496224,40.17969799,-3.178074131,-11.68001831
-1.431061196,10.45655655,0.062156745,2.410604013,0.038527699,-4.466312003,39.65311002,-3.232425821,-11.68001831
-1.519200369,10.44997668,0.063751303,2.441964947,0.039497669,-4.432724336,39.12667729,-3.287506054,-11.68001831
-1.560071222,10.44339744,0.065247399,2.474583073,0.040545794,-4.398829096,38.60048301,-3.342178251,-11.68001831
-1.57089664,10.43681948,0.066612329,2.508474481,0.041656426,-4.364711279,38.07457088,-3.39589915,-11.68001831
-1.567060609,10.4302432,0.067835176,2.543625587,0.042567683,-4.326480225,37.54895574,-3.448518202,-11.68001831
-1.559139125,10.42366875,0.068920384,2.580000901,0.043745051,-4.291455047,37.02363662,-3.500080096,-11.68001831
-1.552604913,10.41709618,0.069881034,2.617551344,0.04499893,-4.256430963,36.49860735,-3.550682534,-11.35042344
-1.549052717,10.41052554,0.070458204,2.660181834,0.04633838,-4.221435391,35.97386934,-3.600331016,-10.74616617
-1.545873296,10.40395644,0.070971998,2.701541176,0.047768672,-4.186482476,35.44945562,-3.648689324,-10.4165713
-1.532924406,10.39738826,0.07139307,2.743868751,0.049284636,-4.15158657,34.92542653,-3.695170107,-10.29297322
-1.502189098,10.39082139,0.07172039,2.787061193,0.050872565,-4.116756432,34.40182613,-3.739413155,-10.25177386
-1.459686695,10.3842568,0.071957905,2.831029507,0.052522593,-4.08197428,33.87866176,-3.781457603,-10.00457771
-1.417154289,10.37769501,0.070566047,2.882486209,0.054233767,-4.04719788,33.35591615,-3.821573144,-9.455252918
-1.381890287,10.37113571,0.072083981,2.921510805,0.071174138,-4.093176956,32.83358275,-3.859897768,-8.878461891
-1.350209315,10.36457809,0.07371914,2.960425725,0.072842789,-4.055410261,32.3116876,-3.896253136,-8.562600137
-1.312197796,10.35802176,0.075431144,2.999392512,0.074583938,-4.01751366,31.79027086,-3.930352741,-8.466468299
-1.263982565,10.35146723,0.077168584,3.038609249,0.076337927,-3.979232148,31.26935081,-3.96213298,-8.109407187
-1.212342183,10.34491523,0.078881155,3.078313135,0.078052467,-3.940316524,30.74891798,-3.991776022,-7.148088808
-1.165332163,10.33836572,0.08052509,3.118750176,0.079688011,-3.900551233,30.22897887,-4.019307726,-6.159304189
-1.117933365,10.33181775,0.082056772,3.16011408,0.081209875,-3.859797409,29.70959404,-4.044299496,-5.733577478
-1.054478147,10.3252709,0.083428174,3.202503708,0.082581234,-3.818013197,29.1908382,-4.066245503,-5.335317006
-0.971410171,10.31872603,0.084488365,3.246372578,0.083774361,-3.775222597,28.67273773,-4.085066668,-4.181734951
-0.882885611,10.31218385,0.085804183,3.289394605,0.084722186,-3.731262665,28.15529474,-4.100871629,-2.588693065
-0.795471155,10.30564384,0.08581783,3.345086577,0.085906767,-3.688047549,27.63856121,-4.113368192,-0.295262074
-0.694583478,10.29910539,0.086951233,3.39066558,0.087009513,-3.64437373,27.12266052,-4.121743446,2.259098192
-0.560013754,10.29256851,0.088072374,3.435604312,0.08799124,-3.600295719,26.6077856,-4.124720252,4.731059739
-0.372057239,10.28603424,0.089091918,3.479963726,0.089128162,-3.551810342,26.09414504,-4.120978695,7.134355688
-0.125919035,10.27950419,0.089922282,3.523767197,0.089669274,-3.506046616,25.58189864,-4.109601313,9.345387961
0.165815633,10.27297948,0.090493996,3.567022795,0.08988956,-3.460262194,25.07112742,-4.090234425,11.00709545
0.482860718,10.2664604,0.090762296,3.609730894,0.089756064,-3.414548411,24.56182109,-4.063131143,12.13321126
0.801403303,10.25994626,0.090709121,3.651898665,0.089267267,-3.369029904,24.05386912,-4.029184618,13.08079652
1.094353991,10.25343549,0.090650281,3.692015442,0.08836181,-3.323453739,23.54708683,-3.98973306,14.1107805
1.340877199,10.24692673,0.090773298,3.729473588,0.087631889,-3.280254984,23.04127875,-3.946131041,15.37422751
1.537228198,10.24041972,0.090920978,3.765322796,0.086835564,-3.238201426,22.53629856,-3.899364086,16.45914397
1.696652871,10.23391525,0.09109232,3.799807656,0.086011692,-3.197339924,22.0320705,-3.849931101,16.45914397
1.839074483,10.22741375,0.091247141,3.833259731,0.085179553,-3.157709247,21.5285379,-3.798209171,16.45914397
1.969434148,10.22091301,0.091320361,3.866112014,0.084351314,-3.119310638,21.02559058,-3.744934675,16.11581598
2.070333315,10.21441099,0.09124672,3.898896041,0.083550901,-3.082077495,20.52309442,-3.690986613,15.27809567
2.132868902,10.20790728,0.090960292,3.932152423,0.082805814,-3.045908804,20.02090371,-3.637306285,15.05836576
2.150987469,10.20140156,0.08749966,3.986520367,0.082143584,-3.010660429,19.51887998,-3.584774601,15.05836576
2.124300733,10.19489569,0.084236179,4.037502227,0.081585792,-2.976151391,19.01695907,-3.533776543,14.71503777
2.074907849,10.18839225,0.081902503,4.082734362,0.081142648,-2.942255305,18.51514501,-3.48426193,13.54772259
2.024104238,10.18189147,0.079801184,4.125901918,0.080755686,-2.908713427,18.01344333,-3.436183727,12.31174182
1.971918692,10.17539114,0.077969233,4.166864603,0.08040329,-2.875357222,17.51180755,-3.389824953,11.3916228
1.900144185,10.16888997,0.076463004,4.205525604,0.080060342,-2.841943682,17.01017077,-3.34557432,10.89723049
1.800886884,10.16238928,0.075349523,4.24178909,0.079707723,-2.808249849,16.50849908,-3.303589636,10.69123369
1.684675442,10.15589126,0.074690647,4.275526973,0.076596502,-2.759198279,16.00681807,-3.263651923,10.49897002
1.572103477,10.14939726,0.074532071,4.306585652,0.075106385,-2.718619762,15.50520023,-3.225265709,10.3479057
1.480321165,10.14290725,0.074900837,4.334834843,0.07380203,-2.679082892,15.00373063,-3.187878732,10.3479057
1.414791068,10.13642056,0.075806895,4.360238699,0.072669896,-2.640588506,14.50248603,-3.15100258,10.3479057
1.373616005,10.12993677,0.077262366,4.382816145,0.071716464,-2.603187722,14.00152951,-3.114235365,10.3479057
1.352788837,10.12345562,0.079176865,4.403071492,0.07089941,-2.566792824,13.50090467,-3.077288426,10.3479057
1.345688604,10.11697686,0.081461797,4.42165827,0.070240451,-2.531468498,13.00063649,-3.039973116,10.67750057
1.345638013,10.11050036,0.083939229,4.439662733,0.06974649,-2.497217044,12.50074221,-3.002135374,11.80361639
1.349798146,10.10402647,0.086350321,4.45852571,0.069428148,-2.464040366,12.00126193,-2.963490663,12.24307622
1.367468002,10.09755649,0.088361031,4.479873006,0.06928607,-2.431948368,11.50227133,-2.923572086,12.2980087
1.413497575,10.0910902,0.071404714,4.611170511,0.069304835,-2.400958059,11.00381609,-2.882084652,12.2980087
1.476203146,10.08462588,0.067406606,4.669493489,0.069475616,-2.37103333,10.50589096,-2.838980732,12.64133669
1.535189076,10.07816242,0.063490835,4.725776199,0.069802219,-2.342083717,10.00846724,-2.794293851,14.20691234
1.58036257,10.0717003,0.059743384,4.779671466,0.070289414,-2.313979819,9.511546191,-2.747871859,18.83497368
1.623763855,10.06524222,0.056157535,4.831054364,0.070922542,-2.286591696,9.015243818,-2.698995665,22.79011215
1.716085811,10.05879534,0.052800797,4.87924212,0.07162995,-2.259849529,8.5198362,-2.646231361,23.53170062
1.933043333,10.05236464,0.049657147,4.92341302,0.07225118,-2.233755843,8.025556882,-2.588412069,23.53170062
2.263018418,10.04594282,0.046728083,4.962806406,0.072614587,-2.208223225,7.532397611,-2.52543211,23.53170062
2.602402,10.039517,0.044097032,4.996980153,0.072615703,-2.182964488,7.040168399,-2.457824923,23.54543374
2.868200792,10.03308209,0.041916645,5.025663768,0.072207913,-2.157635681,6.548634107,-2.386117022,23.54543374
3.032344913,10.02664059,0.040369636,5.048615868,0.071370259,-2.131963121,6.057604903,-2.310454943,23.54543374
3.105924913,10.0201969,0.039633816,5.065600638,0.058510895,-2.057559497,5.566971409,-2.230477634,23.54543374
3.118167454,10.0137539,0.039851973,5.07646927,0.055201096,-2.022735345,5.076702161,-2.145319393,23.54543374
3.10050434,10.00731259,0.041105264,5.081288901,0.052040271,-1.989794669,4.5868218,-2.053648018,23.54543374
3.076683693,10.00087279,0.043373878,5.080600119,0.049048696,-1.958746206,4.164657365,-1.985739221,23.54543374
3.059374722,9.994434095,0.046484722,5.075698375,0.046239708,-1.92960919,3.874360351,-1.978815857,23.71023117
3.051709868,9.987996385,0.050080944,5.068739018,0.043624624,-1.902402086,3.580138331,-1.971929098,24.25955596
3.052168062,9.981560399,0.053621141,5.062648196,0.041217594,-1.877147031,3.282361461,-1.965091551,24.86381323
3.062339052,9.975128058,0.051242313,5.091704836,0.039034585,-1.853882917,2.98137382,-1.95827371,24.91874571
3.088770502,9.968700618,0.047884306,5.124978905,0.037089458,-1.83266993,2.677509013,-1.951462076,25.49553674
3.130360098,9.962276204,0.045088864,5.153364308,0.035400157,-1.813563218,2.371087946,-1.944716148,27.65163653
3.17586515,9.955854323,0.042941487,5.176541967,0.033996714,-1.796589637,2.062405353,-1.938031968,28.3245594
3.236448052,9.949440819,0.04150353,5.194281838,0.032900022,-1.781795004,1.751750947,-1.931275777,28.3245594
3.338603258,9.943035004,0.040781129,5.206496809,0.032105901,-1.769250597,1.439407808,-1.924445627,28.3245594
3.459262054,9.936629358,0.040723313,5.213651299,0.03162616,-1.758932211,1.125608117,-1.917664635,28.3245594
