Inp_1,Inp_2,Inp_3,Inp_4,Inp_5,Inp_6,Inp_7,Inp_8,Leb
-0.365829185,9.691163949,0.017226894,3.553331678,-0.000950691,-3.350472446,49.72912666,-2.37198894,-2.863355459
-0.365716207,9.684887709,0.018057545,3.556259971,-0.001160666,-3.342127847,49.24435743,-2.387642484,-2.863355459
-0.365570243,9.678662737,0.018744707,3.560027723,-0.001354169,-3.333795716,48.75989542,-2.403104674,-2.863355459
-0.365410939,9.67249517,0.019270489,3.56471787,-0.001524252,-3.325528174,48.27573783,-2.418375165,-2.863355459
-0.365256685,9.666386413,0.019625595,3.570370635,-0.001664733,-3.317370289,47.79188157,-2.433453957,-2.863355459
-0.365116822,9.660363235,0.020136649,3.574151509,-0.00158888,-3.311467585,47.30828362,-2.448341056,-2.863355459
-0.36499172,9.65678951,0.02020293,3.581558676,-0.001663343,-3.303462674,46.82467449,-2.463036684,-2.863355459
-0.364885832,9.660564688,0.020100893,3.589906656,-0.001695467,-3.295651445,46.34064602,-2.477541858,-2.863355459
-0.364833181,9.672140889,0.0198407,3.599145288,-0.001682249,-3.288046575,45.85584538,-2.4918588,-2.863355459
-0.364883467,9.689582639,0.01943426,3.609215378,-0.001621228,-3.280656431,45.37006691,-2.505990228,-2.863355459
-0.365065753,9.709467283,0.01889469,3.620049996,-0.001510411,-3.273486952,44.88332087,-2.519937726,-2.863355459
-0.365367491,9.727181297,0.018236064,3.631574581,-0.001348266,-3.266542952,44.39586455,-2.533700224,-2.863355459
-0.365733021,9.738210181,0.017473324,3.643706871,-0.001133753,-3.259828649,43.90807609,-2.54727382,-2.863355459
-0.366078104,9.742670041,0.016621982,3.6563603,-0.000866359,-3.253346012,43.42022825,-2.560653364,-2.863355459
-0.366328076,9.743014712,0.014673332,3.674314423,-0.001492015,-3.240190646,42.93247744,-2.573834359,-2.863355459
-0.366456372,9.740849867,0.015458119,3.679232136,-0.001500965,-3.231377899,42.44490935,-2.586813915,-2.863355459
-0.366482561,9.737147026,0.016380478,3.683571226,-0.00152905,-3.2222497,41.95756859,-2.599590522,-2.863355459
-0.36644594,9.732492793,0.017379813,3.687645354,-0.001569343,-3.21286667,41.47047718,-2.612163206,-2.863355459
-0.366381159,9.727242002,0.018395789,3.691763626,-0.001614434,-3.203292095,40.98364596,-2.624530742,-2.863355459
-0.366307059,9.721618218,0.019373583,3.696203882,-0.001656582,-3.193590786,40.49708071,-2.636691304,-2.863355459
-0.366227724,9.715776759,0.020267778,3.701193472,-0.001687861,-3.183827856,40.01078514,-2.648642518,-2.863355459
-0.366139624,9.709831801,0.021044515,3.706899213,-0.001700301,-3.174067419,39.52476252,-2.660381757,-2.863355459
-0.366038818,9.703858293,0.021681924,3.713426204,-0.001686011,-3.164371306,39.03901756,-2.671906442,-2.863355459
-0.365924842,9.697847427,0.022169159,3.720823672,-0.001637303,-3.154797826,38.5535582,-2.683214213,-2.863355459
-0.365800756,9.691809267,0.022504554,3.729095147,-0.001546803,-3.145400593,38.06839119,-2.694302935,-2.863355459
-0.365671177,9.68578719,0.022586514,3.741349537,-0.001407564,-3.136227348,37.58350335,-2.705170552,-2.849622339
-0.365540762,9.680982169,0.022392516,3.753002672,-0.001213168,-3.12731865,37.09877351,-2.715811839,-2.190432593
-0.365337053,9.679014655,0.022073461,3.765357912,-0.000960794,-3.118664475,36.61387863,-2.726079594,-1.544975967
-0.36103219,9.690972433,0.021640532,3.778335542,-0.000928294,-3.106315321,36.12799892,-2.735363334,-1.462577249
-0.339151034,9.715440634,0.02109268,3.79183898,-0.000609645,-3.097831358,35.64096905,-2.743020468,-1.462577249
-0.297984484,9.737836443,0.020427687,3.805758147,-0.000249473,-3.089795055,35.15316531,-2.748948423,-1.462577249
-0.252626102,9.750920294,0.01965705,3.819997898,0.00015163,-3.082223269,34.66505051,-2.753471183,-1.462577249
-0.215697712,9.756498565,0.018803447,3.834473608,0.000603043,-3.075112745,34.17690299,-2.75705721,-1.462577249
-0.192081212,9.757511366,0.015216565,3.861980244,0.001117421,-3.068444583,33.68887012,-2.760127913,-1.462577249
-0.180994049,9.75573891,0.015732567,3.869617231,0.015997523,-3.134350633,33.2010282,-2.762968349,-1.462577249
-0.178729367,9.752258544,0.016405241,3.87656252,0.016453654,-3.126010932,32.7134169,-2.765716569,-1.462577249
-0.180967024,9.74772066,0.017197334,3.883068672,0.017014285,-3.118022313,32.226058,-2.768399843,-1.462577249
-0.184284615,9.742515838,0.018061907,3.889417667,0.017648906,-3.110208873,31.73896497,-2.770986227,-1.462577249
-0.186758566,9.736876741,0.018947502,3.895897112,0.018323971,-3.102393077,31.25214734,-2.773428509,-1.462577249
-0.187836211,9.730956651,0.019803963,3.902773458,0.019006493,-3.09440872,30.76561224,-2.775689981,-1.462577249
-0.187822194,9.72486554,0.020587819,3.910266653,0.019667078,-3.086112551,30.27936578,-2.777752268,-1.462577249
-0.1873165,9.718671408,0.021266394,3.918531012,0.020282068,-3.077393171,29.79341428,-2.779611506,-1.050583658
-0.186820119,9.712415521,0.02182008,3.927645826,0.020834761,-3.068176265,29.30777045,-2.781201712,-0.597390707
-0.184166113,9.706122861,0.022228166,3.937649143,0.021313697,-3.05843143,28.8224687,-2.782210875,-0.597390707
-0.170490974,9.699808604,0.021045941,3.961530163,0.021773811,-3.048457835,28.33754778,-2.782293061,-0.597390707
-0.14401831,9.693482105,0.021636032,3.972617326,0.022358804,-3.038828323,27.85302007,-2.781411659,-0.597390707
-0.115425874,9.687149026,0.022326545,3.9829915,0.02293334,-3.02900538,27.36887729,-2.779742673,-0.597390707
-0.092560154,9.680812724,0.02307322,3.992931417,0.023492057,-3.018932667,26.88510264,-2.777524209,-0.597390707
-0.078197059,9.674475204,0.023839667,4.002688716,0.024416932,-3.005308282,26.40167928,-2.774963269,-0.597390707
-0.071680779,9.668137677,0.024597244,4.012471138,0.024838546,-2.992982897,25.91859483,-2.772193995,-0.597390707
-0.070594329,9.661800881,0.025324691,4.022436761,0.025224952,-2.980456283,25.43584248,-2.769275278,-0.597390707
-0.072193628,9.655465275,0.026007486,4.032696852,0.025566426,-2.967664087,24.95341994,-2.766211037,-0.597390707
-0.074344396,9.649131144,0.026636935,4.043324214,0.02585889,-2.954576037,24.47132742,-2.762976919,-0.597390707
-0.075881754,9.642798667,0.02728006,4.05399605,0.026103401,-2.941188912,23.98956586,-2.759542097,-0.611123827
-0.076508592,9.63646795,0.028323645,4.062855263,0.026429771,-2.928065246,23.50813576,-2.755883216,-0.611123827
-0.076535219,9.630139056,0.029534589,4.071123475,0.026978047,-2.915760019,23.02703663,-2.751990208,-0.597390707
-0.076564887,9.623812015,0.030905178,4.078915277,0.027628604,-2.903727907,22.54626829,-2.747853074,-0.597390707
-0.076662838,9.617486841,0.032416917,4.086404508,0.028385682,-2.891948445,22.06583165,-2.743455343,-0.597390707
-0.076593872,9.611163542,0.034037998,4.093829714,0.029251549,-2.8803894,21.58572786,-2.738781697,-0.597390707
-0.076440845,9.604842125,0.035722274,4.101493587,0.030226111,-2.869003469,21.10595823,-2.733817737,-0.597390707
-0.076278001,9.598522595,0.037409513,4.109751346,0.031306201,-2.857726281,20.62652428,-2.72854856,-0.597390707
-0.076125901,9.592204956,0.039028014,4.11898643,0.032484698,-2.846474339,20.14742766,-2.722958217,-0.597390707
-0.075990994,9.58588921,0.040500309,4.129572485,0.033749634,-2.835143616,19.66867006,-2.717029474,-0.597390707
-0.075879154,9.579575359,0.037933251,4.166829043,0.0350834,-2.823609556,19.19025322,-2.710743583,-0.597390707
-0.07579533,9.5732634,0.03744516,4.190979717,0.036470059,-2.811753026,18.71217888,-2.704080001,-0.597390707
-0.075739971,9.566953333,0.037091463,4.214281392,0.037863731,-2.799372504,18.23444882,-2.697016098,-0.597390707
-0.075707786,9.560645156,0.036896269,4.236620312,0.039238232,-2.786331942,17.75706487,-2.689526897,-0.597390707
-0.075689696,9.554338866,0.036886578,4.257874244,0.040555645,-2.772480141,17.280029,-2.681584842,-0.597390707
-0.075676274,9.548034462,0.037092124,4.277914325,0.041778096,-2.757690326,16.80334331,-2.673159588,-0.528725109
-0.075660644,9.541731943,0.037545537,4.296606344,0.039979605,-2.72587717,16.32701097,-2.664211019,0.02059968
-0.075244341,9.535431301,0.038281804,4.313813753,0.039926012,-2.703227616,15.85104474,-2.654626635,0.034332799
-0.070239218,9.529132502,0.039333672,4.329398504,0.039962324,-2.68095297,15.37547419,-2.644176175,0.034332799
-0.053198922,9.522835576,0.040725881,4.343233749,0.040086738,-2.659090572,14.90031279,-2.632759306,0.034332799
-0.031532737,9.516540558,0.042498788,4.355214043,0.040304845,-2.637658593,14.42555744,-2.620390176,0.034332799
-0.012567461,9.510247435,0.044645211,4.365458381,0.040640877,-2.616700454,13.95119786,-2.607121137,0.034332799
0.000382546,9.503956196,0.047182814,4.374091269,0.041087353,-2.596158523,13.47722377,-2.592992354,-0.061799039
0.007026899,9.497666832,0.050080252,4.381471525,0.041674956,-2.576074119,13.00362783,-2.578014434,-0.144197757
0.00831128,9.491379343,0.053259214,4.388194542,0.042420468,-2.556446004,12.53040412,-2.562180471,-0.116731518
0.00443456,9.485093725,0.056582023,4.395133126,0.043340487,-2.537261354,12.05755183,-2.545442294,0.611123827
-0.002654117,9.47880998,0.059847252,4.403408342,0.044447843,-2.518492364,11.58508785,-2.527635822,1.613641566
-0.005039601,9.472528101,0.062798107,4.4142666,0.045745277,-2.500105084,11.11306795,-2.50836641,1.764705882
0.015507399,9.466248154,0.065147279,4.428857357,0.047215814,-2.482079067,10.6415628,-2.487174682,2.410162509
0.066000205,9.459970256,0.045838357,4.568905677,0.048831132,-2.464375013,10.17060944,-2.463810117,3.179217212
0.130560486,9.453694422,0.043461441,4.612446877,0.050568873,-2.446890348,9.700232592,-2.438076082,3.316548409
0.204095248,9.447420728,0.041132074,4.654696651,0.052400998,-2.429497894,9.230448259,-2.409805435,3.604943923
0.28226618,9.441149082,0.038923755,4.69525517,0.054292271,-2.412037702,8.761245719,-2.378946796,4.648661021
0.35121621,9.434879302,0.036896003,4.73384423,0.056198501,-2.394260253,8.29261555,-2.345398159,4.827191577
0.411007725,9.428611967,0.035120837,4.770121921,0.058058567,-2.375895639,7.824574952,-2.308883509,4.827191577
0.474218803,9.422355493,0.033670199,4.803676567,0.059785786,-2.356686561,7.357127752,-2.269154994,4.840924697
0.532517583,9.416137983,0.032632009,4.834107753,0.061293007,-2.336368119,6.890262462,-2.225975341,4.909590295
0.576251105,9.409911839,0.03211394,4.86100277,0.062504914,-2.314727633,6.423972282,-2.17901613,5.664911879
0.603567193,9.403677412,0.032238253,4.883918994,0.051679649,-2.241944275,5.958268544,-2.127757496,6.873426413
0.622190892,9.39749683,0.03313008,4.902394907,0.050545483,-2.209195176,5.493205395,-2.071374414,8.109407187
0.653941808,9.391393966,0.034892889,4.915996064,0.049497619,-2.177233967,5.028870994,-2.008755198,8.91966125
0.718523348,9.385995584,0.03759022,4.924427908,0.048517964,-2.146141937,4.565115269,-1.938550882,9.427786679
0.818252266,9.39168179,0.041220149,4.927822793,0.047587413,-2.115983119,4.101181009,-1.859118956,9.688715953
0.936153859,9.416195157,0.045689323,4.926966275,0.046706346,-2.086771093,3.757029068,-1.827185771,9.922178988
1.050109586,9.457149435,0.050766646,4.92347078,0.045896377,-2.058496673,3.492367065,-1.833269581,9.935912108
1.143537062,9.51042854,0.05603633,4.919868498,0.045196695,-2.0311565,3.221601504,-1.83883699,9.935912108
1.210386422,9.572487818,0.060894381,4.919440895,0.044655732,-2.004761411,2.944729738,-1.844120545,9.935912108
1.250271607,9.640704915,0.05632622,4.974601363,0.04432627,-1.97932592,2.661776762,-1.849308689,9.935912108
1.269111619,9.713282289,0.054854862,5.010944826,0.044258943,-1.954864967,2.372777232,-1.854537449,9.935912108
1.275430696,9.789077401,0.054092862,5.042989617,0.044498862,-1.931386158,2.077759738,-1.859902477,9.935912108
1.276674492,9.867508886,0.05418017,5.070221421,0.045085227,-1.908879966,1.776726363,-1.865473843,9.935912108
