Inp_1,Inp_2,Inp_3,Inp_4,Inp_5,Inp_6,Inp_7,Inp_8,Leb
-0.679556575,10.31123297,0.019039239,2.733413903,0.00143581,-4.16878557,49.9151862,-1.754815695,-5.321583886
-0.695052573,10.30469601,0.020143331,2.738890558,0.001431782,-4.157409607,49.39910104,-1.786284194,-5.321583886
-0.703135305,10.29816103,0.021130936,2.745206397,0.001452031,-4.145918804,48.88332233,-1.817515013,-5.321583886
-0.705595453,10.29162809,0.021976579,2.752449428,0.00150136,-4.134391498,48.36785531,-1.848361951,-5.321583886
-0.70483496,10.28509721,0.022665506,2.760669314,0.00177702,-4.125108234,47.85270208,-1.878775635,-5.321583886
-0.702958203,10.27856838,0.023392406,2.767620676,0.001892701,-4.1135042,47.33786273,-1.908765008,-5.321583886
-0.701282845,10.27204161,0.023814465,2.777674675,0.002055089,-4.102027903,46.82333643,-1.938360101,-5.321583886
-0.700314895,10.26551688,0.024076313,2.788711719,0.002269919,-4.090715081,46.30912241,-1.967587448,-5.321583886
-0.699996734,10.25899418,0.024187496,2.800688008,0.002541769,-4.079591315,45.79522037,-1.996460162,-5.321583886
-0.700025698,10.25247352,0.024159585,2.813549692,0.002873928,-4.068672946,45.28163047,-2.024978736,-5.321583886
-0.700102432,10.24595492,0.024005358,2.827236506,0.003268525,-4.057968203,44.76835322,-2.053136739,-5.321583886
-0.70005396,10.23943836,0.023738315,2.841684407,0.003726758,-4.047478431,44.25538917,-2.080926624,-5.321583886
-0.699845759,10.23292387,0.023372373,2.856827429,0.004249139,-4.037199278,43.74273882,-2.108343197,-5.321583886
-0.699531295,10.22641142,0.021354445,2.879411838,0.004835693,-4.027121777,43.23040254,-2.135384396,-5.307850767
-0.699188655,10.21990102,0.022288003,2.889356947,0.004498416,-4.009544173,42.71838074,-2.162046967,-5.239185168
-0.69879227,10.21339266,0.023366502,2.898898033,0.004736311,-3.996136639,42.20667499,-2.188303322,-5.239185168
-0.697733288,10.20688628,0.024534201,2.908294547,0.004953088,-3.982251322,41.69528864,-2.214091803,-5.239185168
-0.695124429,10.20038192,0.025732431,2.917811664,0.005156478,-3.967975596,41.18422314,-2.239394587,-5.239185168
-0.692033584,10.19387962,0.02690664,2.927700202,0.005355728,-3.953397539,40.67347817,-2.264230022,-5.239185168
-0.689381625,10.18737938,0.028010654,2.938174728,0.005561298,-3.938606033,40.16305263,-2.288629454,-5.239185168
-0.687536319,10.1808812,0.02900903,2.949400311,0.005784186,-3.923689333,39.6529454,-2.312622509,-5.239185168
-0.686491739,10.17438506,0.0298779,2.961487567,0.006035405,-3.90873312,39.14315569,-2.336229743,-5.239185168
-0.686038248,10.16789096,0.030604451,2.974494823,0.006325585,-3.893818319,38.63368324,-2.359461113,-5.239185168
-0.685909017,10.16139889,0.031185423,2.988435487,0.006664714,-3.879018925,38.12452824,-2.382318113,-5.252918288
-0.685880603,10.15490885,0.031625048,3.003288291,0.007061963,-3.864400017,37.615691,-2.404800297,-5.252918288
-0.685901378,10.14842085,0.031932936,3.01900831,0.007230833,-3.845687704,37.10717147,-2.426912903,-5.252918288
-0.68613535,10.14193488,0.031972335,3.038731714,0.007710986,-3.830929467,36.59897001,-2.448654719,-5.252918288
-0.686410938,10.13545094,0.031827797,3.05756956,0.008274289,-3.816526833,36.09108723,-2.470019469,-5.252918288
-0.686589503,10.12896901,0.031592542,3.077057996,0.008925902,-3.802497757,35.58352391,-2.490999407,-5.252918288
-0.686628437,10.1224891,0.031282048,3.097124403,0.009669612,-3.788845876,35.07628081,-2.511587223,-5.252918288
-0.686539544,10.11601121,0.030911277,3.117698465,0.010507839,-3.775560563,34.56935866,-2.531776828,-5.252918288
-0.68635925,10.10953534,0.030494628,3.138712141,0.01144165,-3.762617418,34.0627581,-2.551563388,-5.252918288
-0.686127985,10.10306148,0.028150908,3.168582036,0.012470798,-3.749979116,33.55647975,-2.570942969,-5.252918288
-0.685878042,10.09658964,0.029040577,3.18413319,0.028226479,-3.815226037,33.05052422,-2.589912067,-5.252918288
-0.685628963,10.09011981,0.030062307,3.199373592,0.029273994,-3.800477135,32.5448921,-2.608467193,-5.252918288
