Inp_1,Inp_2,Inp_3,Inp_4,Inp_5,Inp_6,Inp_7,Inp_8,Leb
0.118242726,10.65908465,0.01642124,4.58702296,-0.001582256,-2.322738205,49.79105941,-3.252047711,0.858319982
0.119226305,10.65243878,0.017071424,4.587284763,-0.002217284,-2.315841903,49.25905628,-3.24490312,0.885786221
0.118049697,10.64579409,0.01782115,4.585565364,-0.002835063,-2.3091449,48.72738325,-3.237843012,1.009384298
0.116619025,10.63915097,0.01808831,4.58789213,-0.003427214,-2.302702333,48.19604317,-3.23078384,1.105516136
0.117005231,10.63250967,0.018079065,4.591636176,-0.003988135,-2.296564271,47.66504619,-3.223539317,1.105516136
0.121578701,10.62587031,0.017789382,4.596776612,-0.004515321,-2.290777143,47.13440115,-3.215961372,1.105516136
0.129614317,10.61923296,0.017227229,4.60323213,-0.004835027,-2.287403353,46.60410815,-3.208052504,1.105516136
0.137777609,10.61259764,0.016411321,4.610884262,-0.005294698,-2.282240437,46.07416194,-3.199905433,1.105516136
0.14396589,10.6059644,0.015367084,4.619590091,-0.005710396,-2.27750166,45.54455599,-3.191633419,1.105516136
0.147603212,10.59933326,0.014123057,4.62919369,-0.006077428,-2.273197499,45.01528499,-3.183329726,1.105516136
0.149060143,10.59270424,0.012708473,4.639534762,-0.006392171,-2.269333197,44.48634587,-3.175051842,1.105516136
0.149119361,10.58607735,0.011151854,4.650454574,-0.006652319,-2.265909452,43.95773762,-3.166823311,1.105516136
0.148565696,10.57945259,0.009480362,4.661799627,-0.006856789,-2.262923073,43.4294606,-3.158644628,0.789654383
0.147954911,10.57282995,0.006069326,4.682112426,-0.008052815,-2.253436138,42.90151034,-3.15058577,0.144197757
0.145575707,10.56620941,0.006565163,4.681540275,-0.008511212,-2.248864703,42.37385792,-3.143072853,-0.130464637
0.132455585,10.5595909,0.007297565,4.679631746,-0.008976175,-2.244181281,41.84645388,-3.13681451,-0.130464637
0.101027376,10.55297451,0.008183276,4.676993931,-0.009424081,-2.239408976,41.31927183,-3.132156085,-0.267795834
0.059856059,10.54636031,0.009132526,4.674199069,-0.009838349,-2.234592927,40.79232017,-3.128933925,-0.693522545
0.021744594,10.53974829,0.010055472,4.671732427,-0.010213279,-2.229795662,40.26561338,-3.12690796,-1.036850538
-0.011100102,10.53313842,0.010878349,4.669980168,-0.010544892,-2.225072858,39.73914958,-3.126076984,-1.105516136
-0.044715252,10.52653071,0.011553797,4.66922243,-0.010823846,-2.220464819,39.2129246,-3.12646647,-1.105516136
-0.079839182,10.51992516,0.011973144,4.672931761,-0.011040235,-2.216013641,38.68695053,-3.127874092,-1.105516136
-0.110396846,10.51332172,0.01197389,4.676853451,-0.011189726,-2.211772313,38.16125124,-3.129947612,-1.105516136
-0.132111995,10.50672038,0.011781836,4.681910936,-0.011272131,-2.207795028,37.63585155,-3.132337095,-1.105516136
-0.144677237,10.50012112,0.011403614,4.688011178,-0.011288054,-2.204130051,37.11077105,-3.134776543,-1.105516136
-0.150078664,10.49352395,0.010853094,4.695034525,-0.011237008,-2.200817135,36.58602208,-3.137103875,-1.105516136
-0.151013203,10.48692889,0.010149199,4.702849849,-0.011116894,-2.197886662,36.06161045,-3.139245172,-1.105516136
-0.149892136,10.48033593,0.009313767,4.711324012,-0.010924352,-2.195359332,35.5375375,-3.141184071,-1.105516136
-0.148363462,10.47374508,0.008369814,4.720326687,-0.01091324,-2.189660355,35.01380234,-3.14293137,-1.105516136
-0.147248608,10.46715633,0.007340465,4.729731494,-0.010615601,-2.187420493,34.49040354,-3.144503167,-1.105516136
-0.146736622,10.46056969,0.006248602,4.739414426,-0.010232402,-2.185629776,33.9673401,-3.145909645,-1.105516136
-0.146669731,10.45398514,0.002324946,4.763652819,0.004178136,-2.249451842,33.44461171,-3.147152447,-1.105516136
-0.146793807,10.4474027,0.003134395,4.763314883,0.004467653,-2.246073836,32.9222186,-3.148226879,-1.105516136
-0.146911262,10.44082235,0.004134646,4.762144443,0.004859376,-2.243034397,32.40016125,-3.14912547,-1.105516136
-0.146932766,10.43424411,0.005241445,4.760663963,0.005326176,-2.240194689,31.87844014,-3.14984072,-1.105516136
-0.146859713,10.42766796,0.006363644,4.759411157,0.005839701,-2.23741286,31.35705563,-3.150366328,-1.105516136
-0.146738554,10.4210939,0.007414893,4.75886907,0.006372434,-2.234553859,30.83600799,-3.150697123,-1.105516136
-0.146618722,10.41452194,0.008324864,4.75940421,0.006899611,-2.231498461,30.31529741,-3.150828369,-1.105516136
-0.146529317,10.40795207,0.009047214,4.761228564,0.007400797,-2.228150446,29.79492411,-3.15075503,-1.105516136
-0.1464752,10.40138429,0.006402679,4.787843423,0.007860982,-2.22444121,29.27488836,-3.150471312,-1.105516136
-0.146445102,10.3948186,0.005843088,4.798850022,0.008271136,-2.22033151,28.7551905,-3.149970538,-1.105516136
-0.146422952,10.38825499,0.006558876,4.802837953,0.008746038,-2.216238065,28.23583096,-3.149245252,-1.105516136
-0.146396322,10.38169347,0.007545166,4.805283453,0.009332258,-2.212266375,27.7168102,-3.148287386,-1.105516136
-0.146359792,10.37513403,0.008722212,4.806671836,0.009954469,-2.208120203,27.1981287,-3.147088375,-1.105516136
-0.146314084,10.36857668,0.010010469,4.807485929,0.010602856,-2.20373915,26.679787,-3.14563919,-1.050583658
-0.146263138,10.3620214,0.011338044,4.808164391,0.011266071,-2.199063391,26.16178654,-3.14392156,-1.050583658
-0.145872596,10.35546819,0.012645196,4.809074688,0.011931843,-2.194039613,25.64413114,-3.141895449,-1.050583658
-0.144289198,10.34891706,0.013885549,4.810503484,0.01331949,-2.186325414,25.12682268,-3.139540437,-1.050583658
-0.142259418,10.342368,0.015026568,4.812666283,0.013570331,-2.177885191,24.60986115,-3.13685301,-0.95445182
-0.14048003,10.33582102,0.016046924,4.815719958,0.0137748,-2.169165714,24.09324741,-3.133821102,-0.432593271
-0.138655605,10.32927611,0.017430376,4.817146735,0.014020528,-2.160508696,23.57699484,-3.130321596,0.089265278
-0.132101882,10.3227332,0.019097399,4.817480606,0.01448292,-2.152591787,23.06114402,-3.126003617,0.116731518
-0.110657887,10.31619229,0.020886338,4.817572214,0.015026227,-2.144937907,22.54573636,-3.120533709,0.199130236
-0.074128879,10.3096535,0.022727567,4.817792934,0.015643885,-2.137566967,22.03077813,-3.113890047,0.514991989
-0.035611722,10.30311684,0.024543828,4.81861876,0.016339906,-2.130466151,21.51625746,-3.106192282,0.775921263
-0.001638555,10.29658227,0.026248166,4.820570755,0.017122538,-2.123611003,21.00216839,-3.097499619,0.885786221
0.030080275,10.2900498,0.027743913,4.824148783,0.017995885,-2.116973559,20.48850706,-3.08785071,1.105516136
