Inp_1,Inp_2,Inp_3,Inp_4,Inp_5,Inp_6,Inp_7,Inp_8,Leb
-0.782344152,10.87910641,0.048146644,3.034984626,0.029683273,-3.870647836,49.45169886,-3.502265297,-4.442664225
-0.709655847,10.87238516,0.049265168,3.055966639,0.029708947,-3.844150832,48.90643807,-3.530041764,-4.442664225
-0.651244787,10.86566671,0.050159293,3.0779887,0.029710251,-3.817653892,48.36161951,-3.555780486,-4.442664225
-0.613925461,10.85895082,0.050827201,3.10115336,0.029715329,-3.7912274,47.81718617,-3.580367347,-4.442664225
-0.59582352,10.85223728,0.051551534,3.122939931,0.02993268,-3.767057524,47.27309778,-3.6043982,-4.442664225
-0.591038332,10.84552598,0.05185611,3.148308329,0.03000413,-3.740741081,46.72933332,-3.628169703,-4.442664225
-0.593105309,10.83881686,0.05195815,3.174879946,0.030133385,-3.714630424,46.18588697,-3.651757619,-4.442664225
-0.597048422,10.83210994,0.051870488,3.20260075,0.030326257,-3.688748159,45.64276169,-3.675119359,-4.442664225
-0.600084625,10.82540523,0.051606994,3.231399262,0.030584928,-3.663106194,45.09996327,-3.698178736,-4.442664225
-0.601353378,10.81870276,0.051183033,3.261192375,0.030909786,-3.637707666,44.5574966,-3.720875458,-4.442664225
-0.601180565,10.8120025,0.050615605,3.291889627,0.031300619,-3.612548757,44.01536427,-3.743181194,-4.442664225
-0.600319942,10.80530446,0.049923084,3.323396314,0.031757147,-3.587620159,43.47356678,-3.765094116,-4.415197986
-0.599431356,10.79860861,0.047808436,3.361740398,0.031450437,-3.556743197,42.93210409,-3.786618233,-4.415197986
-0.598685223,10.79191493,0.048786965,3.385740886,0.031627234,-3.529222064,42.39097746,-3.807741134,-4.415197986
-0.597688751,10.78522341,0.049942997,3.409060732,0.031779054,-3.501226022,41.85018736,-3.828461002,-4.415197986
-0.596700716,10.77853408,0.051200534,3.432082588,0.031915322,-3.47283969,41.30973368,-3.848783335,-4.415197986
-0.595903229,10.77184694,0.052482086,3.45519654,0.032046266,-3.444150835,40.7696162,-3.868714271,-4.415197986
-0.595319419,10.76516198,0.053716635,3.478759333,0.032182525,-3.415248066,40.22983487,-3.888258097,-4.415197986
